,country,title,variety,winery,price,year
773,24.17241379310345,Monte da Penha 2005 Grande Reserva Red (Alentejo),360.0,509,32.0,2005
583,39.18766066838046,Silvertip 2014 Unfiltered Estate Pinot Noir (Santa Cruz Mountains),4511.0,510,32.0,2014
784,24.17241379310345,Quinta do Sagrado 2008 VT '08 Red (Douro),360.0,511,32.0,2008
165,17.575,Cono Sur 2012 20 Barrels Cabernet Sauvignon (Maipo Valley),3878.0,133,32.0,2012
743,39.18766066838046,Pech Merle 2013 Treborce Vineyard Zinfandel (Dry Creek Valley),603.0,512,33.0,2013
847,42.0,Domaine Bott-Geyl 2012 Galets Oligocène Pinot Noir (Alsace),4511.0,513,33.0,2012
12,39.18766066838046,Louis M. Martini 2012 Cabernet Sauvignon (Alexander Valley),3878.0,514,34.0,2012
241,39.18766066838046,Falcor 2005 Sangiovese (Napa Valley),757.0,515,34.0,2005
632,42.0,Jean-Marc Bernhard 2013 Wineck-Schlossberg Grand Cru Riesling (Alsace),2244.0,516,34.0,2013
473,24.17241379310345,Herdade Grande 2010 Gerações Colheita Seleccionada Red (Alentejano),360.0,23,34.0,2010
793,39.18766066838046,Brian Carter Cellars 2012 Tuttorosso Red (Yakima Valley),1997.0,517,34.0,2012
648,79.0,Reichsgraf von Kesselstatt 2014 Brauneberger Juffer-Sonnenuhr Spätlese Grosse Lage Riesling (Mosel),2244.0,518,34.0,2014
386,39.18766066838046,Merriam 2000 Windacre Vineyard Merlot (Russian River Valley),525.0,519,34.0,2000
942,39.18766066838046,Ektimo Vineyards 2014 Pinot Noir (Russian River Valley),4511.0,520,34.0,2014
329,39.18766066838046,Brutocao 2006 Reserve Zinfandel (Mendocino),603.0,521,34.0,2006
281,39.18766066838046,Cambria 2011 Bench Break Vineyard Pinot Noir (Santa Maria Valley),4511.0,522,34.0,2011
758,39.18766066838046,MacRostie 2008 Pinot Noir (Sonoma Coast),4511.0,523,34.0,2008
931,32.2972972972973,Borgogno F.lli Serio e Battista 2012  Barolo,1584.0,524,35.0,2012
653,39.18766066838046,Scratch 2013 Grenache (Arroyo Seco),166.0,525,35.0,2013
782,39.18766066838046,Laetitia 2008 Cuvée M Sparkling (Arroyo Grande Valley),223.0,526,35.0,2008
804,39.18766066838046,Efeste 2014 Lola Evergreen Vineyard Chardonnay (Ancient Lakes),3298.0,527,35.0,2014
664,32.2972972972973,Pecchenino 2013 Siri d'Jermu  (Dogliani Superiore),50.0,528,35.0,2013
878,42.0,Château Bel-Air Ortet 2009  Saint-Estèphe,1244.0,529,35.0,2009
160,42.0,Château Vincens 2012 Malbec (Cahors),899.0,530,35.0,2012
161,39.18766066838046,Chronic Cellars 2013 Mr. Nibbles Red (Paso Robles),1997.0,531,35.0,2013
756,39.18766066838046,Kuleto Estate 2008 Zinfandel (Napa Valley),603.0,532,35.0,2008
855,39.18766066838046,Edna Valley Vineyard 2013 Reserve Chardonnay (Edna Valley),3298.0,533,35.0,2013
678,32.2972972972973,Baracchi Riccardo 2012 Smeriglio Syrah (Cortona),1212.0,534,35.0,2012
679,39.18766066838046,Barrister 2012 Sagemoor Cabernet Sauvignon (Columbia Valley (WA)),3878.0,535,35.0,2012
909,32.2972972972973,Castello di Neive 2013  Barbaresco,1584.0,536,35.0,2013
193,42.0,Bertrand Ambroise 2006  St.-Romain,3298.0,537,35.0,2006
524,39.18766066838046,Structure 2014 Wallula Syrah (Horse Heaven Hills),1212.0,538,35.0,2014
451,32.2972972972973,Montemercurio 2007 Messaggero  (Vino Nobile di Montepulciano),757.0,539,35.0,2007
442,39.18766066838046,Wölffer 2013 Caya Cabernet Franc (Long Island),484.0,540,35.0,2013
336,17.575,Koyle 2015 Costa Pinot Noir (Colchagua Costa),4511.0,541,35.0,2015
295,39.18766066838046,Treana 2008 Treana Red Cabernet Sauvignon-Syrah (Paso Robles),35.0,542,35.0,2008
689,39.18766066838046,Nadia 2012 Quattro Santa Barbara Highlands Vineyard Red (Santa Barbara County),1997.0,543,35.0,2012
690,18.6,Nittnaus Hans und Christine 2013 Nit'ana Red (Burgenland),1997.0,544,35.0,2013
493,39.18766066838046,Insania 2009 Red (Red Mountain),1997.0,545,35.0,2009
692,32.2972972972973,Poggio Argentiera 2012 Capatosta  (Morellino di Scansano),1997.0,546,35.0,2012
795,42.0,Château Corbin 2014 Divin de Corbin  (Saint-Émilion),1244.0,547,35.0,2014
323,17.575,J. & F. Lurton 2006 Gran Araucano Cabernet Sauvignon (Colchagua Valley),3878.0,97,35.0,2006
550,39.18766066838046,Artesa 2014 Estate Reserve Chardonnay (Carneros),3298.0,548,35.0,2014
149,39.18766066838046,Wrath 2013 Destruction Level Red (Monterey),242.0,549,35.0,2013
195,32.2972972972973,Carpineto 2003 Riserva  (Vino Nobile di Montepulciano),35.0,550,35.0,2003
973,39.18766066838046,Alexander Valley Vineyards 2006 Alexander School Reserve Big Barrel Syrah (Alexander Valley),1212.0,551,35.0,2006
427,39.18766066838046,Macari 2010 Cuvée Gabriella Brut Rosé Sparkling (North Fork of Long Island),223.0,552,35.0,2010
24,32.2972972972973,Canicattì 2009 Aynat Nero d'Avola (Sicilia),87.0,553,35.0,2009
521,39.18766066838046,Qupé 2013 Sawyer Lindquist Vineyard Grenache (Edna Valley),166.0,554,35.0,2013
184,39.18766066838046,Anaba 2007 Chardonnay (Sonoma Coast),3298.0,555,35.0,2007
514,17.575,Cono Sur 2012 20 Barrels Limited Edition Peralillo Estate Merlot (Colchagua Valley),525.0,133,35.0,2012
258,29.11111111111111,Hartenberg 2007 Cabernet Sauvignon (Stellenbosch),3878.0,556,35.0,2007
618,39.18766066838046,Barlow 2009 Unfiltered Merlot (Calistoga),525.0,557,35.0,2009
520,39.18766066838046,Qupé 2013 Doux Sawyer Lindquist Vineyard Marsanne (Edna Valley),35.0,554,35.0,2013
628,47.16,Kangarilla Road 2012 Alluvial Fans Shiraz (McLaren Vale),420.0,558,35.0,2012
604,26.029411764705884,Príncipe de Viana 2008 Reserva 1423 Red (Navarra),1997.0,559,35.0,2008
838,39.18766066838046,Kontos 2011 Les Collines Vineyard Syrah (Walla Walla Valley (WA)),1212.0,561,36.0,2011
638,42.0,Domaines Schlumberger 2010 Kitterlé Grand Cru Riesling (Alsace),2244.0,475,36.0,2010
757,39.18766066838046,Lane Tanner 2009 Julia's Vineyard Pinot Noir (Santa Maria Valley),4511.0,562,36.0,2009
219,124.0,Samuel Tinon 2015 Megyer Dry Furmint (Tokaj),356.0,563,36.0,2015
598,39.18766066838046,Midnight 2013 Starlight Sangiovese (Paso Robles),757.0,564,36.0,2013
268,32.2972972972973,Marchesi Fumanelli 2005 Terso White (Veneto),597.0,565,36.0,2005
603,39.18766066838046,Peconic Bay Winery 2010 Cabernet Franc (North Fork of Long Island),484.0,566,36.0,2010
121,39.18766066838046,Matrix 2007 Stuhlmuller Vineyard Chardonnay (Alexander Valley),3298.0,567,36.0,2007
155,39.18766066838046,Big Basin 2013 Syrah (Santa Cruz Mountains),1212.0,568,36.0,2013
239,39.18766066838046,Dogwood 2005 Cabernet Sauvignon (Mendocino),3878.0,569,36.0,2005
214,39.18766066838046,Mounts 2014 Verah Red (Dry Creek Valley),242.0,436,36.0,2014
181,39.18766066838046,McIntyre Vineyards 2006 Mission Ranch Pinot Noir (Arroyo Seco),4511.0,570,36.0,2006
261,32.88235294117647,Algodon 2008 Estate Blend Gran Reserva Red,1997.0,571,37.0,2008
640,39.18766066838046,Foxen 2014 Tinaquaic Vineyard Chardonnay (Santa Maria Valley),3298.0,572,37.0,2014
576,42.0,Château de Pressac 2014 Les Terrasses de Pressac  (Saint-Émilion),1244.0,573,37.0,2014
953,39.18766066838046,Amalie Robert 2012 i Pinot Noir (Willamette Valley),4511.0,574,38.0,2012
534,39.18766066838046,Le Vigne 2014 Di Domenico Cabernet Sauvignon (Paso Robles),3878.0,575,38.0,2014
709,39.18766066838046,Dry Creek Vineyard 2012 DCV2 Estate Four Clones Vineyard Zinfandel (Dry Creek Valley),603.0,576,38.0,2012
783,39.18766066838046,Bella 2009 Big River Ranch Zinfandel (Alexander Valley),603.0,577,38.0,2009
158,32.2972972972973,Castello di Gabbiano 2012 Bellezza Gran Selezione  (Chianti Classico),757.0,579,38.0,2012
440,39.18766066838046,Walla Walla Vintners 2013 Cabernet Sauvignon (Walla Walla Valley (WA)),3878.0,580,38.0,2013
569,39.18766066838046,Alleromb 2014 La Reyna Blanca Vineyard Chardonnay (Columbia Valley (WA)),3298.0,581,38.0,2014
173,39.18766066838046,Le Cadeau 2014 Pinot Noir (Willamette Valley),4511.0,582,38.0,2014
674,39.18766066838046,Truchard 2012 Estate Cabernet Sauvignon (Carneros),3878.0,583,38.0,2012
803,39.18766066838046,Efeste 2013 Upright Klipsun Vineyard Merlot (Red Mountain),525.0,527,39.0,2013
122,39.18766066838046,Mauritson 2007 Rockpile Cemetary Vineyard Zinfandel (Rockpile),603.0,584,39.0,2007
449,32.2972972972973,Majolini 2006 Pas Dosé Aligi Sassu Chardonnay (Franciacorta),3298.0,585,39.0,2006
908,32.2972972972973,Cascina Bruciata 2013  Barbaresco,1584.0,586,39.0,2013
897,39.18766066838046,Market Vineyards 2008 Dividend Syrah (Columbia Valley (WA)),1212.0,587,39.0,2008
651,42.0,Kuentz-Bas 2014 Pfersigberg Grand Cru Riesling (Alsace),2244.0,223,39.0,2014
262,39.18766066838046,Beaver Creek 2008 Fairytale Red (Napa Valley),1997.0,588,39.0,2008
864,79.0,Winzergenossenschaft Mayschoss-Altenahr 2013 Trocken Früburgunder (Ahr),40.0,589,40.0,2013
375,32.2972972972973,Valiano 1997 Vino in Musica Sangiovese (Toscana),757.0,590,40.0,1997
867,39.18766066838046,Carabella 2013 Estate Pinot Noir (Chehalem Mountains),4511.0,591,40.0,2013
267,32.2972972972973,Lungarotti 2007 Torre di Giano Vigna il Pino White (Torgiano),597.0,592,40.0,2007
123,47.16,Henry's Drive Vignerons 2006 Parson's Flat Shiraz-Cabernet Sauvignon (Padthaway),40.0,481,40.0,2006
557,39.18766066838046,Sanctuary 2013 Bien Nacido Vineyard Pinot Noir (Santa Maria Valley),4511.0,593,40.0,2013
644,39.18766066838046,Niner 2013 Estate Grown Cabernet Sauvignon (Paso Robles),3878.0,594,40.0,2013
186,39.18766066838046,Harrington 2006 Wiley Vineyard Pinot Noir (Anderson Valley),4511.0,595,40.0,2006
771,39.18766066838046,Iron Horse 2007 Ocean Reserve Sparkling (Green Valley),223.0,596,40.0,2007
733,42.0,Domaine Poulleau Père et Fils 2014  Chorey-lès-Beaune,4511.0,597,40.0,2014
612,39.18766066838046,Sextant 2010 Caverio G-S-M (Paso Robles),70.0,598,40.0,2010
71,39.18766066838046,Eco Terreno 2013 Old Vine Cabernet Sauvignon (Alexander Valley),3878.0,599,40.0,2013
658,39.18766066838046,Vine Cliff 2013 Chardonnay (Los Carneros),3298.0,600,40.0,2013
330,39.18766066838046,Clos La Chance 2006 Lila's Cuvée Red (Central Coast),1997.0,601,40.0,2006
455,39.18766066838046,Robert Mondavi 2011 Reserve Chardonnay (Carneros),3298.0,325,40.0,2011
260,39.18766066838046,Willamette Valley Vineyards 2009 Estate Pinot Noir (Willamette Valley),4511.0,602,40.0,2009
874,24.17241379310345,Quinta do Vallado 2009 Sousão (Douro),40.0,603,40.0,2009
221,32.2972972972973,St. Pauls 2014 Passion Riserva Pinot Bianco (Alto Adige),87.0,604,40.0,2014
208,29.11111111111111,Delaire Graff 2013 Reserve White (Coastal Region),597.0,605,40.0,2013
699,29.11111111111111,Kanonkop 2012 Estate Wine Pinotage (Simonsberg-Stellenbosch),40.0,607,40.0,2012
950,39.18766066838046,Vine Cliff 2014 Chardonnay (Los Carneros),3298.0,600,40.0,2014
45,39.18766066838046,Tarara 2010 #SocialSecret Red (Virginia),1997.0,608,40.0,2010
212,26.029411764705884,Matarromera 2015 Fermentado en Barrica Verdejo (Rueda),79.0,609,40.0,2015
220,39.18766066838046,Sixteen by Twenty 2014 Chardonnay (Sonoma Coast),3298.0,610,40.0,2014
312,39.18766066838046,Mount Veeder 2008 Cabernet Sauvignon (Napa Valley),3878.0,611,40.0,2008
936,39.18766066838046,Chehalem 2013 Ian's Reserve Chardonnay (Willamette Valley),3298.0,454,40.0,2013
287,26.029411764705884,Acústic 2010 Braó Vinyes Velles Carignan-Grenache (Montsant),40.0,612,40.0,2010
554,42.0,Mas de Cadenet 2015 Mas Negrel Cadenet Rosé (Côtes de Provence Sainte-Victoire),493.0,613,40.0,2015
265,29.11111111111111,Jardin 2009 Nine Yards Chardonnay (Stellenbosch),3298.0,274,40.0,2009
980,32.2972972972973,Montresor 2003 Capitel della Crosara  (Amarone della Valpolicella Classico),41.0,35,41.0,2003
282,32.2972972972973,I Giusti e Zanza 2009 Dulcamara Red (Toscana),1997.0,614,41.0,2009
592,39.18766066838046,Kontos 2014 Summit View Vineyard Malbec (Walla Walla Valley (WA)),899.0,561,41.0,2014
541,39.18766066838046,Flying Goat Cellars 2012 Solomon Hills Vineyard Pinot Noir (Santa Maria Valley),4511.0,615,42.0,2012
439,26.029411764705884,Vinos de Arganza 2013 Marqués de Montejos Selección Mencía (Vino de la Tierra de Castilla y León),57.0,136,42.0,2013
869,39.18766066838046,Casa Dumetz 2014 Larner Grenache (Ballard Canyon),166.0,616,42.0,2014
539,39.18766066838046,Claiborne & Churchill 2014 Twin Creeks Estate Pinot Noir (Edna Valley),4511.0,430,42.0,2014
871,39.18766066838046,Herencia 2013 Merlot (Napa Valley),525.0,617,42.0,2013
429,39.18766066838046,Milbrandt 2013 The Estates Clifton Hill Vineyard Syrah (Wahluke Slope),1212.0,618,42.0,2013
468,79.0,Dr. Loosen 2011 Ürziger Würzgarten Alte Reben GG Trocken Riesling (Mosel),2244.0,429,42.0,2011
681,39.18766066838046,Bunnell 2011 ALX Syrah (Columbia Valley (WA)),1212.0,619,42.0,2011
553,32.88235294117647,Clos d'Argentine 2013 Winemaker's Selection Reserva Malbec (Mendoza),899.0,620,42.0,2013
812,39.18766066838046,Donkey & Goat 2013 Perli Vineyards Syrah (Mendocino Ridge),1212.0,621,42.0,2013
654,42.0,Sipp Mack 2014 Rosacker Grand Cru Riesling (Alsace),2244.0,623,43.0,2014
695,32.2972972972973,Ruffino 2010 Riserva Ducale Oro Gran Selezione  (Chianti Classico),1997.0,624,43.0,2010
117,39.18766066838046,Rideau 2014 Estate Syrah,1212.0,625,44.0,2014
673,39.18766066838046,The Withers Winery 2013 Charles Vineyard Pinot Noir (Anderson Valley),4511.0,626,44.0,2013
169,39.18766066838046,Dutton-Goldfield 2014 Dutton Ranch Pinot Noir (Russian River Valley),4511.0,627,44.0,2014
889,39.18766066838046,Pacific Ridge 2009 Red Label Pinot Noir (Sta. Rita Hills),4511.0,628,44.0,2009
881,26.029411764705884,Fuentes 2008 Coraje Red (Priorat),1997.0,629,44.0,2008
457,39.18766066838046,Rusack 2011 Solomon Hills Vineyard Pinot Noir (Santa Maria Valley),4511.0,630,45.0,2011
764,39.18766066838046,Pax 2007 Cuvée Christine Syrah (North Coast),1212.0,631,45.0,2007
292,42.0,Domaine Daniel Dugois 2006 Vin Jaune Savagnin (Arbois),45.0,632,45.0,2006
796,42.0,Château Haut-Logat 2014  Haut-Médoc,1244.0,633,45.0,2014
254,39.18766066838046,David Fulton 2008 Petite Sirah (St. Helena),237.0,634,45.0,2008
879,42.0,Château Ferrière 2009  Margaux,1244.0,635,45.0,2009
799,42.0,Château Mille-Roses 2012  Margaux,1244.0,636,45.0,2012
125,29.11111111111111,Le Riche 2003 Cabernet Sauvignon Reserve Cabernet Sauvignon (Stellenbosch),3878.0,637,45.0,2003
480,39.18766066838046,Sparkman 2009 Stella Mae Red (Red Mountain),1244.0,638,45.0,2009
860,39.18766066838046,Gershon Bachus 2009 Erato De Portola Trail Vineyard Cabernet Franc (Temecula Valley),484.0,639,45.0,2009
141,32.2972972972973,Giacomo Ascheri 2003 Vigna dei Pola  (Barolo),1584.0,640,45.0,2003
529,39.18766066838046,Joseph Jewell 2014 Bucher Vineyard Pinot Noir (Russian River Valley),4511.0,641,45.0,2014
404,39.18766066838046,Vino V 2005 White Hawk Vineyard Syrah (Santa Barbara County),1212.0,642,45.0,2005
124,39.18766066838046,Silverado 2006 Cabernet Sauvignon (Napa Valley),3878.0,643,45.0,2006
616,39.18766066838046,B Cellars 2011 Dutton Ranch Chardonnay (Russian River Valley),3298.0,644,45.0,2011
637,42.0,Biecher & Schaal 2014 Altenberg de Bergheim Grand Cru White (Alsace),75.0,645,45.0,2014
682,32.2972972972973,Castello di Neive 2011 Metodo Classico Pinot Nero (Piemonte),45.0,536,45.0,2011
538,39.18766066838046,Paul O'Brien 2014 Bradley Vineyard Pinot Noir (Umpqua Valley),4511.0,646,45.0,2014
560,39.18766066838046,Limerick Lane 2013 Headpruned Block Syrah (Russian River Valley),1212.0,647,45.0,2013
659,39.18766066838046,Va Piano 2012 Cabernet Sauvignon (Walla Walla Valley (WA)),3878.0,648,45.0,2012
863,39.18766066838046,West of Temperance 2012 Rio Vista Vineyard Pinot Noir (Sta. Rita Hills),4511.0,649,45.0,2012
750,39.18766066838046,De Loach 2008 Thornton Vineyard Pinot Noir (Sonoma Coast),4511.0,650,45.0,2008
248,39.18766066838046,Amity 2006 Estate Single Vineyard Pinot Noir (Willamette Valley),4511.0,220,45.0,2006
671,39.18766066838046,Stags' Leap Winery 2012 Petite Sirah (Napa Valley),237.0,651,45.0,2012
895,32.2972972972973,Le Buche 2006 Giuseppe Olivi Memento Red (Toscana),1997.0,652,45.0,2006
788,32.88235294117647,Viña Cobos 2015 Bramare Marchiori Vineyard Chardonnay (Perdriel),3298.0,653,46.0,2015
153,39.18766066838046,Alta Colina 2012 Old 900 Syrah (Paso Robles),1212.0,654,46.0,2012
551,39.18766066838046,Carlisle 2013 Pagani Ranch Zinfandel (Sonoma Valley),603.0,655,46.0,2013
67,39.18766066838046,Basel Cellars 2013 Inspired Red (Columbia Valley (WA)),1244.0,656,46.0,2013
712,39.18766066838046,Failla 2013 Keefer Ranch Pinot Noir (Russian River Valley),4511.0,657,48.0,2013
559,39.18766066838046,Limerick Lane 2013 Hail Mary Syrah-Grenache (Russian River Valley),48.0,647,48.0,2013
341,39.18766066838046,Pezzi King 2013 Serracino Reserve Zinfandel (Dry Creek Valley),603.0,658,48.0,2013
775,39.18766066838046,Patton Valley 2010 West Block Pinot Noir (Willamette Valley),4511.0,659,48.0,2010
126,42.0,Pierre Sparr 2007 Vendages Tardives Gewurztraminer (Alsace),340.0,92,48.0,2007
364,39.18766066838046,Winderlea 2014 Weber Vineyard Pinot Noir (Dundee Hills),4511.0,660,48.0,2014
630,39.18766066838046,WillaKenzie Estate 2013 Aliette Pinot Noir,4511.0,661,48.0,2013
634,39.18766066838046,Armida 2013 Tina's Block Maple Vineyard Zinfandel (Dry Creek Valley),603.0,662,48.0,2013
563,39.18766066838046,Flying Goat Cellars 2012 Rancho Santa Rosa Vineyard Pinot Noir (Sta. Rita Hills),4511.0,615,48.0,2012
900,26.029411764705884,Morlanda 2007 Criança Red (Priorat),1997.0,663,48.0,2007
187,32.2972972972973,Abbazia Santa Anastasia 2003 Montenero Red (Sicilia),1997.0,664,48.0,2003
213,39.18766066838046,MCV 2014 1105 Red (Paso Robles),1997.0,665,48.0,2014
510,39.18766066838046,Big Basin 2014 Coastview Vineyard Chardonnay (Monterey County),3298.0,568,48.0,2014
965,32.2972972972973,Vinosia 2006 Vecchie Vigne  (Primitivo di Manduria),59.0,666,48.0,2006
744,32.2972972972973,Punset 2011 Campo Quadro Riserva  (Barbaresco),1584.0,667,48.0,2011
525,39.18766066838046,Testarossa 2015 Rincon Vineyard Chardonnay (Arroyo Grande Valley),3298.0,668,49.0,2015
235,39.18766066838046,Testarossa 2006 Thompson Vineyard Syrah (Santa Barbara County),1212.0,668,49.0,2006
250,39.18766066838046,Blue Rock 2005 Estate Cabernet Sauvignon (Alexander Valley),3878.0,669,49.0,2005
561,39.18766066838046,Loring Wine Company 2014 Durell Vineyard Pinot Noir (Sonoma Coast),4511.0,670,50.0,2014
460,39.18766066838046,Chehalem 2011 Ridgecrest Vineyards Pinot Noir (Ribbon Ridge),4511.0,454,50.0,2011
532,39.18766066838046,Le Cadeau 2015 Diversité Pinot Noir (Willamette Valley),4511.0,582,50.0,2015
780,32.2972972972973,Castello d'Albola 2003  Vin Santo del Chianti Classico,597.0,671,50.0,2003
533,39.18766066838046,Le Cadeau 2015 Équinoxe Pinot Noir (Willamette Valley),4511.0,582,50.0,2015
536,39.18766066838046,Northstar 2013 Red (Walla Walla Valley (WA)),1244.0,672,50.0,2013
136,42.0,Lassègue 2003  Saint-Émilion,1244.0,673,50.0,2003
645,39.18766066838046,Purple Hands 2014 Freedom Hill Vineyard Pinot Noir (Willamette Valley),4511.0,674,50.0,2014
33,39.18766066838046,Envolve 2010 Puma Springs Vineyard Red (Dry Creek Valley),1997.0,314,50.0,2010
657,29.11111111111111,Fable Mountain 2011 Night Sky Red (Coastal Region),242.0,675,50.0,2011
955,32.2972972972973,Bersano 2012 Nirvasco  (Barolo),1584.0,676,50.0,2012
176,17.575,TerraMater 2006 Unusual Cabernet-Shiraz-Zinfandel Red (Maipo Valley),1997.0,677,50.0,2006
35,39.18766066838046,Erath 2010 Hyland Pinot Noir (McMinnville),4511.0,678,50.0,2010
677,32.2972972972973,Baracchi Riccardo 2011 Smeriglio Riserva Syrah (Cortona),1212.0,534,50.0,2011
691,39.18766066838046,Nottingham Cellars 2012 Ghielmetti Vineyard Micro-lot Reserve Malbec (Livermore Valley),899.0,679,50.0,2012
694,29.11111111111111,Reyneke 2013 Reserve Sauvignon Blanc (Stellenbosch),605.0,680,50.0,2013
278,39.18766066838046,Erath 2009 Bishop Creek Pinot Noir,4511.0,678,50.0,2009
714,37.75,Akarua 2012 Bannockburn Pinot Noir (Central Otago),4511.0,682,50.0,2012
546,39.18766066838046,Lutum 2014 Gap's Crown Vineyard Chardonnay (Sonoma Coast),3298.0,683,50.0,2014
918,32.2972972972973,Diego Conterno 2012 Ginestra  (Barolo),1584.0,684,50.0,2012
917,32.2972972972973,Deltetto 2012 Bussia  (Barolo),1584.0,685,50.0,2012
904,32.2972972972973,Boffa 2013 Pajè  (Barbaresco),1584.0,237,50.0,2013
570,39.18766066838046,Ardor 2015 Art Den Hoed Vineyard Syrah (Yakima Valley),1212.0,686,50.0,2015
901,24.17241379310345,Quinta do Vallado 2010 Reserva Branco White (Douro),202.0,603,50.0,2010
531,39.18766066838046,Le Cadeau 2011 Blanc de Noir Sparkling (Oregon),223.0,582,50.0,2011
458,32.2972972972973,Bellavista 2006 Gran Cuvée Pas Operé Sparkling (Franciacorta),223.0,687,50.0,2006
876,26.029411764705884,Vall Llach 2007 Idus Red (Priorat),1997.0,688,50.0,2007
154,26.029411764705884,Marques de Griñon 2010 Single Vineyard Estate Bottled Graciano (Dominio de Valdepusa),50.0,689,50.0,2010
202,65.0,Yatir 2011 Syrah (Judean Hills),1212.0,690,50.0,2011
279,32.2972972972973,Franz Haas 2009 Sauvignon (Alto Adige),114.0,691,52.0,2009
283,39.18766066838046,J. Christopher 2011 Bella Vida Vineyard Unfiltered Pinot Noir (Dundee Hills),4511.0,692,52.0,2011
989,26.029411764705884,Mauro 2005 Red (Vino de la Tierra de Castilla y León),136.0,693,53.0,2005
566,39.18766066838046,World's End 2013 If Six Was Nine Reserve Cabernet Sauvignon (Napa Valley),3878.0,694,53.0,2013
686,32.2972972972973,Comm. G. B. Burlotto 2011 Acclivi  (Barolo),1584.0,695,53.0,2011
437,39.18766066838046,Trione 2012 Henry's Blend Red (Alexander Valley),1244.0,696,54.0,2012
631,42.0,Willm 2011 Vendanges Tardives Gewurztraminer (Alsace),340.0,697,54.0,2011
611,39.18766066838046,Saintsbury 2010 Toyon Farm Pinot Noir (Carneros),4511.0,698,54.0,2010
544,39.18766066838046,ONX 2013 Reckoning Red (Templeton Gap District),1997.0,380,54.0,2013
567,32.88235294117647,Benegas 2011 Benegas Lynch La Encerrada Estate Vineyard Malbec (Mendoza),899.0,699,55.0,2011
152,39.18766066838046,Albatross Ridge 2012 Estate Reserve Pinot Noir (Carmel Valley),4511.0,700,55.0,2012
522,39.18766066838046,Rex Hill 2014 Sims Vineyard Pinot Noir (Willamette Valley),4511.0,701,55.0,2014
92,39.18766066838046,Franciscan 2013 Magnificat Meritage (Napa Valley),87.0,702,55.0,2013
87,39.18766066838046,Passaggio 2014 Blau Vineyards Merlot (Knights Valley),525.0,703,55.0,2014
939,39.18766066838046,Cuda Ridge Wines 2013 Melange d'Amis Reserve Red (Livermore Valley),1244.0,704,55.0,2013
74,39.18766066838046,Hindsight 2012 Estate Grown Petite Sirah (Calistoga),237.0,705,55.0,2012
516,39.18766066838046,Davis Family 2014 Soul Patch Estate Grown Pinot Noir (Russian River Valley),4511.0,706,55.0,2014
517,39.18766066838046,Davis Family 2014 Starr Ridge Vineyard Pinot Noir (Russian River Valley),4511.0,706,55.0,2014
59,39.18766066838046,Mellisoni 2014 Malbec (Columbia Valley (WA)),899.0,707,55.0,2014
255,39.18766066838046,Esterlina 2009 Reserva Pinot Noir (Cole Ranch),4511.0,708,55.0,2009
526,39.18766066838046,Tumwater 2014 Prince Hill Vineyard Reserve Pinot Noir (Dundee Hills),4511.0,709,55.0,2014
303,32.2972972972973,Cascina Adelaide 2005 4 Vigne  (Barolo),1584.0,711,56.0,2005
216,32.2972972972973,Podere Scopetone 2012  Brunello di Montalcino,757.0,712,57.0,2012
892,39.18766066838046,Bergevin Lane 2008 Stone Tree Vineyard Intuition Reserve Red (Columbia Valley (WA)),1244.0,713,58.0,2008
135,32.2972972972973,Giacomo Ascheri 2001 Sorano  (Barolo),1584.0,640,60.0,2001
361,32.2972972972973,Bel Colle 2012 Simposio  (Barolo),1584.0,716,60.0,2012
887,24.17241379310345,Maritávora 2009 Reserva Branco White (Douro),202.0,717,60.0,2009
928,32.2972972972973,Battaglio 2013  Barbaresco,1584.0,718,60.0,2013
540,39.18766066838046,Flying Goat Cellars 2012 Bien Nacido Vineyard Pinot Noir (Santa Maria Valley),4511.0,615,60.0,2012
286,39.18766066838046,Talley 2011 Rincon Vineyard Pinot Noir (Arroyo Grande Valley),4511.0,719,60.0,2011
198,39.18766066838046,Sequum 2013 Four Soil Mélange Cabernet Sauvignon (Napa Valley),3878.0,720,60.0,2013
365,47.16,Wakefield 2013 St. Andrews Single Vineyard Release Shiraz (Clare Valley),420.0,721,60.0,2013
518,42.0,Domaine Jeannin-Naltet 2014 Le Clos l'Evêque Premier Cru  (Mercurey),4511.0,722,60.0,2014
482,39.18766066838046,Babcock 2010 Ocean's Ghost Pinot Noir (Sta. Rita Hills),4511.0,723,60.0,2010
463,42.0,Vollereaux 2007 Cuvée Marguerite Brut  (Champagne),301.0,724,60.0,2007
643,39.18766066838046,Melhill 2012 Chardonnay (Sonoma Coast),3298.0,725,60.0,2012
633,47.16,Yeringberg 2013 Viognier (Yarra Valley),266.0,726,60.0,2013
263,39.18766066838046,Byron 2009 Monument Pinot Noir (Santa Maria Valley),4511.0,727,60.0,2009
201,32.2972972972973,Terlan 2014 Nova Domus Riserva White (Alto Adige),597.0,728,62.0,2014
564,39.18766066838046,Four Lanterns 2013 Fire Light Syrah (Paso Robles),1212.0,730,62.0,2013
145,39.18766066838046,Testarossa 2013 Guidotti Vineyard Pinot Noir (Santa Lucia Highlands),4511.0,668,64.0,2013
946,39.18766066838046,Frank Family 2013 Reserve Winston Hill Vineyard Sangiovese (Rutherford),757.0,731,65.0,2013
693,39.18766066838046,Pride Mountain 2012 Cabernet Franc (Sonoma County),484.0,732,65.0,2012
701,42.0,Château d'Esclans 2013 Les Clans Rosé (Côtes de Provence),493.0,733,65.0,2013
